,BLOCK_SIZE,num_warps,num_ctas,num_stages,maxnreg,runtime,compile_time,tokens,d,GPU
41,2048,16,1,4,None,0.27357518672943115,0.15790414810180664,128,65536,V100
42,64,4,1,5,None,0.20690372586250305,0.1620328426361084,128,65536,V100
43,128,4,1,2,None,0.10477642714977264,0.13818764686584473,128,65536,V100
44,32,8,1,5,None,0.41105028986930847,0.14774250984191895,128,65536,V100
45,2048,32,1,4,None,0.43991604447364807,0.1487128734588623,128,65536,V100
46,16,32,1,1,None,2.895179271697998,0.14860892295837402,128,65536,V100
47,512,8,1,2,None,0.10503117740154266,0.0013501644134521484,128,65536,V100
48,32,2,1,5,None,0.4106590151786804,0.14130544662475586,128,65536,V100
49,8192,8,1,2,None,0.95940762758255,0.2538633346557617,128,65536,V100
50,128,2,1,3,None,0.10485634952783585,0.14585494995117188,128,65536,V100
51,32,16,1,4,None,0.6717439889907837,0.14550137519836426,128,65536,V100
52,256,2,1,4,None,0.10477984696626663,0.0013794898986816406,128,65536,V100
53,4096,16,1,3,None,0.4745788276195526,0.0014133453369140625,128,65536,V100
0,2048,8,1,1,None,0.032020024955272675,0.17221951484680176,16,8192,V100
1,256,2,1,0,None,0.014832033775746822,0.0014040470123291016,16,8192,V100
2,128,1,1,4,None,0.014794361777603626,0.15070176124572754,16,8192,V100
3,32,16,1,5,None,0.0196808110922575,0.14114832878112793,16,8192,V100
4,16,2,1,3,None,0.01474874559789896,0.13730716705322266,16,8192,V100
5,256,1,1,5,None,0.014907615259289742,0.16601014137268066,16,8192,V100
6,64,32,1,2,None,0.04072577506303787,0.14339828491210938,16,8192,V100
7,4096,16,1,2,None,0.06146422401070595,0.16383051872253418,16,8192,V100
8,512,4,1,5,None,0.01487035397440195,0.0014269351959228516,16,8192,V100
9,1024,4,1,4,None,0.017025601118803024,0.1685953140258789,16,8192,V100
10,2048,4,1,1,None,0.03212280943989754,0.00147247314453125,16,8192,V100
11,64,4,1,4,None,0.014780057594180107,0.1316225528717041,16,8192,V100
12,1024,1,1,1,None,0.018605994060635567,0.2473301887512207,16,8192,V100
13,16,1,1,1,None,0.01471309270709753,0.13243341445922852,16,8192,V100
14,32,16,1,2,None,0.019674241542816162,0.1373434066772461,16,8192,V100
15,128,32,1,4,None,0.04070385545492172,0.0014066696166992188,16,8192,V100
16,4096,2,1,2,None,0.07039643079042435,0.34412384033203125,16,8192,V100
17,256,16,1,0,None,0.019363876432180405,0.1415724754333496,16,8192,V100
18,64,32,1,3,None,0.04062581807374954,0.1390247344970703,16,8192,V100
19,16,8,1,0,None,0.014878260903060436,0.0014395713806152344,16,8192,V100
20,64,16,1,2,None,0.01992872729897499,0.14312171936035156,16,8192,V100
21,64,8,1,1,None,0.014863941818475723,0.144608736038208,16,8192,V100
22,128,2,1,0,None,0.014756541699171066,0.14802074432373047,16,8192,V100
23,4096,1,1,3,None,0.08312763273715973,0.00406956672668457,16,8192,V100
24,8192,32,1,3,None,0.12121421843767166,0.1650712490081787,16,8192,V100
25,32,2,1,3,None,0.014756002463400364,0.1380329132080078,16,8192,V100
26,1024,1,1,0,None,0.01861134171485901,0.25061488151550293,16,8192,V100
27,512,8,1,0,None,0.014897862449288368,0.1495800018310547,16,8192,V100
28,16,2,1,5,None,0.014748853631317616,0.14861226081848145,16,8192,V100
29,4096,1,1,0,None,0.08286256343126297,0.6440742015838623,16,8192,V100
