,BLOCK_SIZE,num_warps,num_stages,runtime,d,tokens,GPU
41,1024,2,0,4.750847816467285,939,13440,A100
42,32,1,0,4.745728015899658,939,13440,A100
43,8192,8,0,4.030464172363281,939,13440,A100
44,64,16,0,4.356096267700195,939,13440,A100
45,2048,2,4,0.07782399654388428,16257,962,A100
46,512,4,0,0.07372800260782242,16257,962,A100
47,256,4,0,0.07680000364780426,16257,962,A100
48,1024,1,4,0.07577600330114365,16257,962,A100
49,8192,1,5,1.1448320150375366,16257,962,A100
50,1024,8,0,0.0727040022611618,16257,962,A100
51,16,8,2,1.0045440196990967,16257,962,A100
52,16,32,1,3.875839948654175,16257,962,A100
53,8192,4,5,0.07884799689054489,16257,962,A100
54,512,16,0,4.7718400955200195,16257,962,A100
55,1024,8,3,4.716544151306152,16257,962,A100
56,128,8,0,4.0570878982543945,16257,962,A100
57,512,2,0,4.79641580581665,16257,962,A100
58,4096,4,0,4.2485761642456055,16257,962,A100
59,64,8,5,4.40012788772583,16257,962,A100
60,2048,2,4,0.01740800030529499,393,1266,A100
61,512,4,0,0.010239999741315842,393,1266,A100
62,256,4,0,0.010239999741315842,393,1266,A100
63,1024,1,4,0.013311999849975109,393,1266,A100
64,8192,1,5,0.7628800272941589,393,1266,A100
65,1024,8,0,0.010239999741315842,393,1266,A100
66,16,8,2,0.03993599861860275,393,1266,A100
67,16,32,1,0.13312000036239624,393,1266,A100
68,8192,4,5,0.03891199827194214,393,1266,A100
69,64,4,2,4.7267842292785645,393,1266,A100
70,8192,16,0,4.729856014251709,393,1266,A100
71,2048,2,4,0.18534399569034576,15954,2933,A100
72,512,4,0,0.18943999707698822,15954,2933,A100
73,256,4,0,0.2027519941329956,15954,2933,A100
74,1024,1,4,0.18329599499702454,15954,2933,A100
75,8192,1,5,1.9123200178146362,15954,2933,A100
76,1024,8,0,0.1884160041809082,15954,2933,A100
77,16,8,2,3.028991937637329,15954,2933,A100
78,16,32,1,11.896832466125488,15954,2933,A100
79,8192,4,5,0.17919999361038208,15954,2933,A100
80,8192,32,5,4.6981120109558105,15954,2933,A100
81,8192,16,4,4.677631855010986,15954,2933,A100
82,1024,4,4,4.690944194793701,15954,2933,A100
83,128,4,5,4.76364803314209,15954,2933,A100
84,1024,8,3,4.733952045440674,15954,2933,A100
85,512,2,5,4.1308159828186035,15954,2933,A100
86,1024,2,2,4.793344020843506,15954,2933,A100
87,2048,32,0,4.759552001953125,15954,2933,A100
88,64,1,1,4.760575771331787,15954,2933,A100
89,256,32,1,4.737023830413818,15954,2933,A100
90,2048,2,4,0.2252800017595291,6276,8560,A100
91,512,4,0,0.22732800245285034,6276,8560,A100
92,256,4,0,0.23449599742889404,6276,8560,A100
93,1024,1,4,0.21606400609016418,6276,8560,A100
94,8192,1,5,2.6368000507354736,6276,8560,A100
95,1024,8,0,0.22732800245285034,6276,8560,A100
96,16,8,2,3.4805760383605957,6276,8560,A100
97,16,32,1,13.58131217956543,6276,8560,A100
98,8192,4,5,0.19660800695419312,6276,8560,A100
99,8192,4,2,5.619711875915527,6276,8560,A100
100,1024,4,5,4.985856056213379,6276,8560,A100
101,8192,16,5,4.786687850952148,6276,8560,A100
102,512,1,3,4.762112140655518,6276,8560,A100
103,128,1,4,4.207103729248047,6276,8560,A100
104,64,2,4,5.12716817855835,6276,8560,A100
105,1024,2,4,4.905983924865723,6276,8560,A100
106,64,8,0,4.305920124053955,6276,8560,A100
107,4096,4,0,5.166591644287109,6276,8560,A100
108,32,4,0,5.21727991104126,6276,8560,A100
109,2048,2,4,2.475520133972168,11151,53460,A100
110,512,4,0,2.5436160564422607,11151,53460,A100
111,256,4,0,2.9230079650878906,11151,53460,A100
112,1024,1,4,2.4289278984069824,11151,53460,A100
113,8192,1,5,53.50502395629883,11151,53460,A100
114,1024,8,0,2.4033279418945312,11151,53460,A100
115,16,8,2,40.46335983276367,11151,53460,A100
116,16,32,1,156.7334442138672,11151,53460,A100
117,8192,4,5,3.0208001136779785,11151,53460,A100
118,512,16,4,4.674560070037842,11151,53460,A100
119,1024,8,3,4.869120121002197,11151,53460,A100
120,1024,2,1,5.117440223693848,11151,53460,A100
121,4096,4,0,4.772863864898682,11151,53460,A100
122,32,4,0,4.79641580581665,11151,53460,A100
123,1024,4,4,4.814847946166992,11151,53460,A100
124,2048,2,4,0.13414399325847626,9236,3509,A100
125,512,4,0,0.1372160017490387,9236,3509,A100
126,256,4,0,0.14643199741840363,9236,3509,A100
127,1024,1,4,0.13516800105571747,9236,3509,A100
128,8192,1,5,2.1422080993652344,9236,3509,A100
129,1024,8,0,0.14028799533843994,9236,3509,A100
130,16,8,2,2.0992000102996826,9236,3509,A100
131,16,32,1,8.163328170776367,9236,3509,A100
132,8192,4,5,0.1525759994983673,9236,3509,A100
133,512,16,4,4.853759765625,9236,3509,A100
134,2048,2,4,0.027648000046610832,3961,960,A100
135,512,4,0,0.025599999353289604,3961,960,A100
136,256,4,0,0.026623999699950218,3961,960,A100
137,1024,1,4,0.027648000046610832,3961,960,A100
138,8192,1,5,0.6481919884681702,3961,960,A100
139,1024,8,0,0.027648000046610832,3961,960,A100
140,16,8,2,0.25804799795150757,3961,960,A100
141,16,32,1,0.9697279930114746,3961,960,A100
142,8192,4,5,0.035840000957250595,3961,960,A100
143,128,4,0,4.853248119354248,3961,960,A100
144,512,4,3,4.812288284301758,3961,960,A100
145,2048,2,4,0.3973119854927063,3956,27648,A100
146,512,4,0,0.4567039906978607,3956,27648,A100
147,256,4,0,0.5232639908790588,3956,27648,A100
148,1024,1,4,0.41676801443099976,3956,27648,A100
149,8192,1,5,8.196096420288086,3956,27648,A100
150,1024,8,0,0.4341759979724884,3956,27648,A100
151,16,8,2,7.154687881469727,3956,27648,A100
152,16,32,1,27.908096313476562,3956,27648,A100
154,8192,4,5,0.39321601390838623,3956,27648,A100
155,1024,16,4,4.818431854248047,3956,27648,A100
156,1024,4,5,4.798463821411133,3956,27648,A100
157,1024,8,4,4.785152435302734,3956,27648,A100
158,128,2,4,4.770815849304199,3956,27648,A100
159,1024,8,3,4.77235221862793,3956,27648,A100
160,2048,8,0,4.789760112762451,3956,27648,A100
161,1024,1,0,4.834815979003906,3956,27648,A100
162,64,2,4,4.769791603088379,3956,27648,A100
163,4096,4,5,4.75545597076416,3956,27648,A100
164,32,1,4,4.930047988891602,3956,27648,A100
