,BLOCK_SIZE,num_warps,num_stages,runtime,d,tokens,GPU
513,8192,4,5,2.835520029067993,12466,203,L40S
514,16,32,1,3.240960121154785,12466,203,L40S
515,512,4,5,3.5317440032958984,12466,203,L40S
516,8192,1,2,3.544127941131592,12466,203,L40S
517,64,8,4,3.2240638732910156,12466,203,L40S
518,512,32,5,0.2539519965648651,18,62517,L40S
519,4096,8,2,0.17612800002098083,18,62517,L40S
520,64,1,1,0.03891199827194214,18,62517,L40S
521,256,16,2,0.08191999793052673,18,62517,L40S
522,128,32,2,0.26214399933815,18,62517,L40S
523,1024,4,5,0.050175998359918594,18,62517,L40S
524,32,32,2,0.26419198513031006,18,62517,L40S
525,4096,8,4,0.17715199291706085,18,62517,L40S
526,2048,8,3,0.0942080020904541,18,62517,L40S
527,2048,1,2,0.09625600278377533,18,62517,L40S
528,64,4,1,2.6798079013824463,18,62517,L40S
529,2048,16,0,2.8446719646453857,18,62517,L40S
530,64,2,1,2.9127678871154785,18,62517,L40S
531,512,32,5,2.4637439250946045,11377,17664,L40S
532,4096,8,2,2.0633599758148193,11377,17664,L40S
533,64,1,1,2.629631996154785,11377,17664,L40S
534,256,16,2,2.219007968902588,11377,17664,L40S
535,128,32,2,6.559743881225586,11377,17664,L40S
536,1024,4,5,2.23795223236084,11377,17664,L40S
537,32,32,2,23.969791412353516,11377,17664,L40S
538,4096,8,4,2.061311960220337,11377,17664,L40S
539,2048,8,3,2.1125121116638184,11377,17664,L40S
540,2048,1,2,2.0992000102996826,11377,17664,L40S
541,4096,2,4,2.7007999420166016,11377,17664,L40S
542,4096,8,0,2.6659841537475586,11377,17664,L40S
543,16,8,4,2.6572799682617188,11377,17664,L40S
544,8192,8,4,2.8436639308929443,11377,17664,L40S
545,4096,4,3,2.6746878623962402,11377,17664,L40S
546,16,4,5,2.702847957611084,11377,17664,L40S
547,256,1,3,2.6711039543151855,11377,17664,L40S
548,8192,16,5,2.6798079013824463,11377,17664,L40S
549,512,32,5,1.070080041885376,8129,11258,L40S
550,4096,8,2,0.9651200175285339,8129,11258,L40S
551,64,1,1,1.1663360595703125,8129,11258,L40S
552,256,16,2,0.9809920191764832,8129,11258,L40S
553,128,32,2,3.009536027908325,8129,11258,L40S
554,1024,4,5,1.0045440196990967,8129,11258,L40S
555,32,32,2,10.942463874816895,8129,11258,L40S
556,4096,8,4,0.9625599980354309,8129,11258,L40S
557,2048,8,3,0.9697279930114746,8129,11258,L40S
558,2048,1,2,0.9625599980354309,8129,11258,L40S
559,8192,1,4,2.7560958862304688,8129,11258,L40S
560,2048,1,0,2.6659841537475586,8129,11258,L40S
561,16,1,4,2.834944009780884,8129,11258,L40S
562,2048,1,3,2.677760124206543,8129,11258,L40S
563,4096,2,3,3.398655891418457,8129,11258,L40S
564,512,2,4,2.6900479793548584,8129,11258,L40S
565,2048,2,4,2.6725759506225586,8129,11258,L40S
566,1024,2,5,2.683903932571411,8129,11258,L40S
567,512,32,5,0.01945599913597107,2432,290,L40S
568,4096,8,2,0.011264000087976456,2432,290,L40S
569,64,1,1,0.013311999849975109,2432,290,L40S
570,256,16,2,0.015359999611973763,2432,290,L40S
571,128,32,2,0.030719999223947525,2432,290,L40S
572,1024,4,5,0.01228800043463707,2432,290,L40S
573,32,32,2,0.0942080020904541,2432,290,L40S
574,4096,8,4,0.011264000087976456,2432,290,L40S
575,2048,8,3,0.011264000087976456,2432,290,L40S
576,2048,1,2,0.013311999849975109,2432,290,L40S
577,512,2,3,3.168272018432617,2432,290,L40S
578,16,16,5,2.751487970352173,2432,290,L40S
579,512,32,5,0.04198399931192398,1875,957,L40S
580,4096,8,2,0.023552000522613525,1875,957,L40S
581,64,1,1,0.03174399957060814,1875,957,L40S
582,256,16,2,0.03174399957060814,1875,957,L40S
583,128,32,2,0.07884799689054489,1875,957,L40S
584,1024,4,5,0.02457600086927414,1875,957,L40S
585,32,32,2,0.23347200453281403,1875,957,L40S
586,4096,8,4,0.023552000522613525,1875,957,L40S
587,2048,8,3,0.023552000522613525,1875,957,L40S
588,2048,1,2,0.021503999829292297,1875,957,L40S
589,2048,1,0,3.604480028152466,1875,957,L40S
590,8192,1,2,3.6136960983276367,1875,957,L40S
591,16,1,2,3.6137280464172363,1875,957,L40S
592,2048,8,5,3.5676159858703613,1875,957,L40S
593,1024,2,5,3.6413440704345703,1875,957,L40S
594,16,4,5,3.595263957977295,1875,957,L40S
595,512,8,4,3.6024320125579834,1875,957,L40S
596,2048,4,3,3.59116792678833,1875,957,L40S
597,128,32,5,3.570688009262085,1875,957,L40S
598,16,8,4,3.6075520515441895,1875,957,L40S
599,512,32,5,0.03276799991726875,2867,472,L40S
600,4096,8,2,0.018943998962640762,2867,472,L40S
601,64,1,1,0.02457600086927414,2867,472,L40S
602,256,16,2,0.025599999353289604,2867,472,L40S
603,128,32,2,0.062463998794555664,2867,472,L40S
604,1024,4,5,0.01945599913597107,2867,472,L40S
605,32,32,2,0.17817600071430206,2867,472,L40S
606,4096,8,4,0.01945599913597107,2867,472,L40S
607,2048,8,3,0.01945599913597107,2867,472,L40S
608,2048,1,2,0.018432000651955605,2867,472,L40S
609,16,1,2,3.615744113922119,2867,472,L40S
610,2048,1,0,3.595263957977295,2867,472,L40S
611,2048,2,3,4.314015865325928,2867,472,L40S
612,8192,8,2,3.5788800716400146,2867,472,L40S
613,2048,4,3,3.5891199111938477,2867,472,L40S
614,4096,8,3,4.291584014892578,2867,472,L40S
615,1024,2,4,4.215295791625977,2867,472,L40S
616,32,2,5,2.75763201713562,2867,472,L40S
617,1024,2,5,2.7791359424591064,2867,472,L40S
618,2048,32,5,2.718719959259033,2867,472,L40S
619,512,32,5,0.3614720106124878,12215,2268,L40S
620,4096,8,2,0.31334400177001953,12215,2268,L40S
621,64,1,1,0.3829759955406189,12215,2268,L40S
622,256,16,2,0.3338240087032318,12215,2268,L40S
623,128,32,2,0.9308159947395325,12215,2268,L40S
624,1024,4,5,0.3246240019798279,12215,2268,L40S
625,32,32,2,3.3320960998535156,12215,2268,L40S
626,4096,8,4,0.31334400177001953,12215,2268,L40S
627,2048,8,3,0.3123199939727783,12215,2268,L40S
628,2048,1,2,0.30668801069259644,12215,2268,L40S
629,16,1,2,2.836992025375366,12215,2268,L40S
630,2048,1,0,2.7361278533935547,12215,2268,L40S
631,2048,2,2,2.727424144744873,12215,2268,L40S
632,8192,8,5,2.7304959297180176,12215,2268,L40S
633,2048,2,3,2.7310080528259277,12215,2268,L40S
634,256,1,2,2.7392001152038574,12215,2268,L40S
635,128,8,4,2.7443199157714844,12215,2268,L40S
636,128,32,5,2.737152099609375,12215,2268,L40S
637,512,32,2,2.742271900177002,12215,2268,L40S
638,32,4,5,3.522559881210327,12215,2268,L40S
639,512,32,5,6.02623987197876,10267,46056,L40S
640,4096,8,2,4.733952045440674,10267,46056,L40S
641,64,1,1,6.8085761070251465,10267,46056,L40S
642,256,16,2,5.741552352905273,10267,46056,L40S
643,128,32,2,15.522815704345703,10267,46056,L40S
644,1024,4,5,5.4231038093566895,10267,46056,L40S
645,32,32,2,56.399871826171875,10267,46056,L40S
646,4096,8,4,4.740096092224121,10267,46056,L40S
647,2048,8,3,4.975104331970215,10267,46056,L40S
648,2048,1,2,4.9740800857543945,10267,46056,L40S
649,4096,8,0,2.7351040840148926,10267,46056,L40S
650,8192,8,0,2.8037118911743164,10267,46056,L40S
651,16,8,0,2.738176107406616,10267,46056,L40S
652,1024,8,0,2.767807960510254,10267,46056,L40S
653,64,2,5,2.7238399982452393,10267,46056,L40S
654,256,8,0,2.716671943664551,10267,46056,L40S
655,64,16,5,2.73305606842041,10267,46056,L40S
656,32,1,5,2.7340800762176514,10267,46056,L40S
657,512,8,0,2.7115519046783447,10267,46056,L40S
658,256,16,4,2.727936029434204,10267,46056,L40S
659,32,16,0,2.861056089401245,10267,46056,L40S
660,256,1,5,3.5092480182647705,10267,46056,L40S
661,32,1,2,3.1354880332946777,10267,46056,L40S
662,128,4,5,3.1237120628356934,10267,46056,L40S
663,128,1,1,3.1954240798950195,10267,46056,L40S
664,32,8,0,3.1288318634033203,10267,46056,L40S
665,128,8,2,4.118528366088867,10267,46056,L40S
666,128,4,1,2.7054080963134766,10267,46056,L40S
667,128,1,2,2.6910719871520996,10267,46056,L40S
668,128,16,0,2.707456111907959,10267,46056,L40S
669,8192,1,4,2.693120002746582,10267,46056,L40S
670,512,32,4,2.687488079071045,10267,46056,L40S
671,32,32,4,2.683903932571411,10267,46056,L40S
672,32,1,4,2.686944007873535,10267,46056,L40S
673,128,2,4,2.7003040313720703,10267,46056,L40S
674,128,32,4,3.3863680362701416,10267,46056,L40S
675,2048,32,2,2.7197439670562744,10267,46056,L40S
676,64,8,3,2.6951680183410645,10267,46056,L40S
677,2048,4,4,2.692095994949341,10267,46056,L40S
678,64,1,2,2.722815990447998,10267,46056,L40S
679,2048,32,4,2.698240041732788,10267,46056,L40S
680,2048,1,3,2.692095994949341,10267,46056,L40S
681,1024,1,3,2.693120002746582,10267,46056,L40S
682,512,32,5,0.7229440212249756,16211,3690,L40S
683,4096,8,2,0.6553599834442139,16211,3690,L40S
684,64,1,1,0.7782400250434875,16211,3690,L40S
685,256,16,2,0.6666240096092224,16211,3690,L40S
686,128,32,2,1.97324800491333,16211,3690,L40S
687,1024,4,5,0.6686720252037048,16211,3690,L40S
688,32,32,2,7.159808158874512,16211,3690,L40S
689,4096,8,4,0.6563839912414551,16211,3690,L40S
690,2048,8,3,0.6461439728736877,16211,3690,L40S
691,2048,1,2,0.6287360191345215,16211,3690,L40S
692,16,1,2,2.6859519481658936,16211,3690,L40S
693,2048,2,2,2.6859519481658936,16211,3690,L40S
694,2048,2,3,2.6767358779907227,16211,3690,L40S
695,2048,1,5,2.708479881286621,16211,3690,L40S
696,128,8,4,3.3556480407714844,16211,3690,L40S
697,128,32,5,2.7043840885162354,16211,3690,L40S
698,2048,8,5,2.687999963760376,16211,3690,L40S
699,2048,1,1,2.678783893585205,16211,3690,L40S
700,2048,1,0,2.6654720306396484,16211,3690,L40S
701,4096,32,2,2.6818559169769287,16211,3690,L40S
702,512,32,5,3.0556159019470215,16378,15903,L40S
703,4096,8,2,2.7284321784973145,16378,15903,L40S
704,64,1,1,3.3607680797576904,16378,15903,L40S
705,256,16,2,2.8426239490509033,16378,15903,L40S
706,128,32,2,8.466431617736816,16378,15903,L40S
707,1024,4,5,2.841599941253662,16378,15903,L40S
708,32,32,2,30.950336456298828,16378,15903,L40S
709,4096,8,4,2.731520175933838,16378,15903,L40S
710,2048,8,3,2.7197439670562744,16378,15903,L40S
711,2048,1,2,2.811903953552246,16378,15903,L40S
712,8192,8,3,4.356095790863037,16378,15903,L40S
713,2048,8,0,3.565567970275879,16378,15903,L40S
714,16,8,3,3.5676159858703613,16378,15903,L40S
715,1024,2,5,4.3520002365112305,16378,15903,L40S
716,2048,16,5,3.5583999156951904,16378,15903,L40S
717,2048,32,2,3.5655999183654785,16378,15903,L40S
718,32,4,1,4.386816024780273,16378,15903,L40S
719,512,1,4,3.9137279987335205,16378,15903,L40S
720,256,32,0,3.7509119510650635,16378,15903,L40S
721,512,32,5,8.767487525939941,10829,61852,L40S
722,4096,8,2,6.692864418029785,10829,61852,L40S
723,64,1,1,10.13043212890625,10829,61852,L40S
724,256,16,2,8.614912033081055,10829,61852,L40S
725,128,32,2,21.97555160522461,10829,61852,L40S
726,1024,4,5,7.635968208312988,10829,61852,L40S
727,32,32,2,80.29081726074219,10829,61852,L40S
728,4096,8,4,6.695440292358398,10829,61852,L40S
729,2048,8,3,6.972415924072266,10829,61852,L40S
730,2048,1,2,6.93452787399292,10829,61852,L40S
731,4096,8,3,2.7095038890838623,10829,61852,L40S
732,16,8,3,2.718719959259033,10829,61852,L40S
733,1024,8,3,2.831360101699829,10829,61852,L40S
734,8192,8,3,2.792448043823242,10829,61852,L40S
735,2048,8,0,2.8590080738067627,10829,61852,L40S
736,256,8,0,2.6869759559631348,10829,61852,L40S
737,32,8,0,2.6961920261383057,10829,61852,L40S
738,2048,2,5,2.7197439670562744,10829,61852,L40S
739,128,8,0,2.6910719871520996,10829,61852,L40S
740,32,1,3,2.7412638664245605,10829,61852,L40S
741,32,8,2,2.7289600372314453,10829,61852,L40S
742,2048,2,1,3.443711996078491,10829,61852,L40S
743,512,8,0,2.7114880084991455,10829,61852,L40S
744,128,8,3,2.717695951461792,10829,61852,L40S
745,32,8,1,2.6910719871520996,10829,61852,L40S
746,32,1,1,2.7064321041107178,10829,61852,L40S
747,512,32,5,7.782400131225586,10189,60075,L40S
748,4096,8,2,6.12659215927124,10189,60075,L40S
749,64,1,1,9.208831787109375,10189,60075,L40S
750,256,16,2,7.848447799682617,10189,60075,L40S
751,128,32,2,20.060672760009766,10189,60075,L40S
752,1024,4,5,6.999040126800537,10189,60075,L40S
753,32,32,2,73.27436828613281,10189,60075,L40S
754,4096,8,4,6.120448112487793,10189,60075,L40S
755,2048,8,3,6.319104194641113,10189,60075,L40S
756,2048,1,2,6.294528007507324,10189,60075,L40S
757,4096,8,0,2.7064321041107178,10189,60075,L40S
758,8192,8,0,2.6803197860717773,10189,60075,L40S
759,16,8,0,2.756608009338379,10189,60075,L40S
760,1024,8,0,2.702336072921753,10189,60075,L40S
761,64,2,5,2.7064321041107178,10189,60075,L40S
762,256,8,0,2.7095038890838623,10189,60075,L40S
763,64,16,5,3.112959861755371,10189,60075,L40S
764,32,8,0,2.747391939163208,10189,60075,L40S
765,512,8,0,2.7494399547576904,10189,60075,L40S
766,128,8,0,2.689023971557617,10189,60075,L40S
767,32,8,1,2.677759885787964,10189,60075,L40S
768,64,1,5,2.6849279403686523,10189,60075,L40S
769,32,8,2,2.703360080718994,10189,60075,L40S
770,32,16,1,2.673664093017578,10189,60075,L40S
771,32,4,5,2.6828479766845703,10189,60075,L40S
772,128,1,1,2.692095994949341,10189,60075,L40S
773,128,4,5,2.795520067214966,10189,60075,L40S
774,8192,8,5,2.6859519481658936,10189,60075,L40S
775,32,4,3,3.3761279582977295,10189,60075,L40S
776,128,1,4,2.722815990447998,10189,60075,L40S
777,128,8,5,2.7105278968811035,10189,60075,L40S
778,64,8,1,2.743295907974243,10189,60075,L40S
779,128,8,1,2.821120023727417,10189,60075,L40S
780,128,1,5,2.6961920261383057,10189,60075,L40S
781,512,32,5,3.30131196975708,8059,32799,L40S
782,4096,8,2,2.6306560039520264,8059,32799,L40S
783,64,1,1,3.620863914489746,8059,32799,L40S
784,256,16,2,2.978816032409668,8059,32799,L40S
785,128,32,2,8.639488220214844,8059,32799,L40S
786,1024,4,5,3.0003199577331543,8059,32799,L40S
787,32,32,2,31.723520278930664,8059,32799,L40S
788,4096,8,4,2.6398720741271973,8059,32799,L40S
789,2048,8,3,2.7340800762176514,8059,32799,L40S
790,2048,1,2,2.7263998985290527,8059,32799,L40S
791,4096,2,2,3.058688163757324,8059,32799,L40S
792,4096,8,0,2.8538880348205566,8059,32799,L40S
793,512,32,5,0.13926400244235992,766,10794,L40S
794,4096,8,2,0.08601599931716919,766,10794,L40S
795,64,1,1,0.12697599828243256,766,10794,L40S
796,256,16,2,0.11366400122642517,766,10794,L40S
797,128,32,2,0.289792001247406,766,10794,L40S
798,1024,4,5,0.08396799862384796,766,10794,L40S
799,32,32,2,1.0106879472732544,766,10794,L40S
800,4096,8,4,0.08499199897050858,766,10794,L40S
801,2048,8,3,0.08499199897050858,766,10794,L40S
802,2048,1,2,0.08294399827718735,766,10794,L40S
803,2048,1,3,3.2240638732910156,766,10794,L40S
804,2048,1,0,2.7289600372314453,766,10794,L40S
805,16,1,2,2.7591681480407715,766,10794,L40S
806,1024,2,5,3.1252479553222656,766,10794,L40S
807,8192,4,4,2.7504639625549316,766,10794,L40S
808,2048,1,5,2.747391939163208,766,10794,L40S
809,256,4,5,3.1165599822998047,766,10794,L40S
810,32,1,2,2.884608030319214,766,10794,L40S
811,128,8,3,2.727936029434204,766,10794,L40S
812,1024,4,3,2.7443199157714844,766,10794,L40S
813,512,32,5,0.21094399690628052,4334,3406,L40S
814,4096,8,2,0.15564799308776855,4334,3406,L40S
815,64,1,1,0.21196800470352173,4334,3406,L40S
816,256,16,2,0.18943999707698822,4334,3406,L40S
817,128,32,2,0.5058559775352478,4334,3406,L40S
818,1024,4,5,0.17510400712490082,4334,3406,L40S
819,32,32,2,1.7889280319213867,4334,3406,L40S
820,4096,8,4,0.15513598918914795,4334,3406,L40S
821,2048,8,3,0.1658879965543747,4334,3406,L40S
822,2048,1,2,0.16486400365829468,4334,3406,L40S
823,4096,2,4,2.712575912475586,4334,3406,L40S
824,4096,8,0,2.7340798377990723,4334,3406,L40S
825,16,8,4,2.7402238845825195,4334,3406,L40S
826,8192,8,4,3.093503952026367,4334,3406,L40S
827,128,4,0,2.8323841094970703,4334,3406,L40S
828,8192,8,5,2.7351040840148926,4334,3406,L40S
829,8192,4,4,2.7289600372314453,4334,3406,L40S
830,2048,4,4,2.716671943664551,4334,3406,L40S
831,512,32,5,0.01228800043463707,61,1740,L40S
832,4096,8,2,0.01228800043463707,61,1740,L40S
833,64,1,1,0.0071680000983178616,61,1740,L40S
834,256,16,2,0.009216000325977802,61,1740,L40S
835,128,32,2,0.013311999849975109,61,1740,L40S
836,1024,4,5,0.0071680000983178616,61,1740,L40S
837,32,32,2,0.01945599913597107,61,1740,L40S
838,4096,8,4,0.01228800043463707,61,1740,L40S
839,2048,8,3,0.008191999979317188,61,1740,L40S
840,2048,1,2,0.011264000087976456,61,1740,L40S
841,1024,4,0,2.721791982650757,61,1740,L40S
842,64,2,1,2.6951680183410645,61,1740,L40S
843,16,1,1,2.697216033935547,61,1740,L40S
